orpha_code,hpo_id,frequency
ORPHA:2485,HP:0002653,Freq:VF
ORPHA:2485,HP:0011987,Freq:VF
ORPHA:2485,HP:0000924,Freq:VF
ORPHA:2485,HP:0006824,Freq:VF
ORPHA:2485,HP:0000987,Freq:OC
ORPHA:2485,HP:0001508,Freq:VF
ORPHA:2485,HP:0002652,Freq:VF
ORPHA:2485,HP:0001369,Freq:OC
ORPHA:2485,HP:0100559,Freq:F
ORPHA:2485,HP:0002829,Freq:VF
ORPHA:2485,HP:0100784,Freq:OC
ORPHA:2485,HP:0100774,Freq:VF
ORPHA:2485,HP:0100560,Freq:F
ORPHA:2485,HP:0011001,Freq:VF
ORPHA:2485,HP:0001387,Freq:VF
ORPHA:2485,HP:0001004,Freq:VF
ORPHA:2485,HP:0003202,Freq:VF
ORPHA:90033,HP:0030848,Freq:OC
ORPHA:90033,HP:0005523,Freq:F
ORPHA:90033,HP:0003641,Freq:F
ORPHA:90033,HP:0005550,Freq:OC
ORPHA:90033,HP:0002875,Freq:VF
ORPHA:90033,HP:0001945,Freq:OC
ORPHA:90033,HP:0001649,Freq:OC
ORPHA:90033,HP:0012086,Freq:OC
ORPHA:90033,HP:0008282,Freq:F
ORPHA:90033,HP:0002829,Freq:F
ORPHA:90033,HP:0012378,Freq:VF
ORPHA:90033,HP:0020062,Freq:F
ORPHA:90033,HP:0002960,Freq:VF
ORPHA:90033,HP:0000952,Freq:OC
ORPHA:90033,HP:0004835,Freq:F
ORPHA:90033,HP:0025435,Freq:F
ORPHA:90033,HP:0020181,Freq:F
ORPHA:90033,HP:0001744,Freq:F
ORPHA:90033,HP:0001890,Freq:VF
ORPHA:90033,HP:0032366,Freq:F
ORPHA:90033,HP:0000980,Freq:VF
ORPHA:90033,HP:0001923,Freq:F
ORPHA:90033,HP:0002725,Freq:OC
ORPHA:90033,HP:0001635,Freq:OC
ORPHA:90033,HP:0001962,Freq:F
ORPHA:90033,HP:0002315,Freq:VF
ORPHA:90033,HP:0100749,Freq:OC
ORPHA:157965,HP:0000926,Freq:F
ORPHA:157965,HP:0000494,Freq:F
ORPHA:157965,HP:0000592,Freq:VF
ORPHA:157965,HP:0000974,Freq:VF
ORPHA:157965,HP:0003370,Freq:F
ORPHA:157965,HP:0001371,Freq:OC
ORPHA:157965,HP:0001182,Freq:F
ORPHA:157965,HP:0006429,Freq:F
ORPHA:157965,HP:0003393,Freq:F
ORPHA:157965,HP:0000963,Freq:VF
ORPHA:157965,HP:0000938,Freq:F
ORPHA:157965,HP:0003071,Freq:F
ORPHA:157965,HP:0010489,Freq:F
ORPHA:157965,HP:0100864,Freq:F
ORPHA:157965,HP:0000944,Freq:F
ORPHA:157965,HP:0008848,Freq:VF
ORPHA:157965,HP:0000520,Freq:VF
ORPHA:157965,HP:0000978,Freq:VF
ORPHA:157965,HP:0001508,Freq:VF
ORPHA:157965,HP:0002652,Freq:VF
ORPHA:737,HP:0002814,Freq:OC
ORPHA:737,HP:0100872,Freq:F
ORPHA:737,HP:0200044,Freq:F
ORPHA:737,HP:0011354,Freq:OC
ORPHA:737,HP:0045059,Freq:F
ORPHA:737,HP:0040211,Freq:F
ORPHA:737,HP:0000989,Freq:OC
ORPHA:737,HP:0000972,Freq:F
ORPHA:737,HP:0200035,Freq:F
ORPHA:737,HP:0025528,Freq:F
ORPHA:401768,HP:0012751,Freq:F
ORPHA:401768,HP:0001263,Freq:F
ORPHA:401768,HP:0000648,Freq:OC
ORPHA:401768,HP:0030230,Freq:F
ORPHA:401768,HP:0009046,Freq:F
ORPHA:401768,HP:0003557,Freq:F
ORPHA:401768,HP:0000365,Crit:E
ORPHA:401768,HP:0000252,Freq:OC
ORPHA:401768,HP:0003477,Freq:OC
ORPHA:401768,HP:0002355,Freq:F
ORPHA:401768,HP:0003701,Freq:F
ORPHA:401768,HP:0001251,Freq:OC
ORPHA:401768,HP:0000508,Freq:OC
ORPHA:401768,HP:0000602,Freq:OC
ORPHA:401768,HP:0004305,Freq:F
ORPHA:401768,HP:0007158,Freq:F
ORPHA:401768,HP:0001638,Crit:E
ORPHA:401768,HP:0002072,Freq:F
ORPHA:401768,HP:0003687,Freq:F
ORPHA:401768,HP:0002322,Freq:F
ORPHA:401768,HP:0002310,Freq:F
ORPHA:401768,HP:0000831,Crit:E
ORPHA:401768,HP:0007153,Freq:F
ORPHA:401768,HP:0008180,Freq:OC
ORPHA:401768,HP:0001332,Freq:F
ORPHA:468678,HP:0000545,Freq:OC
ORPHA:468678,HP:0000470,Freq:VR
ORPHA:468678,HP:0000356,Freq:OC
ORPHA:468678,HP:0000750,Freq:F
ORPHA:468678,HP:0000505,Freq:F
ORPHA:468678,HP:0001513,Freq:F
ORPHA:468678,HP:0006863,Freq:F
ORPHA:468678,HP:0001627,Freq:VR
ORPHA:468678,HP:0002280,Freq:VR
ORPHA:468678,HP:0002373,Freq:VR
ORPHA:468678,HP:0008872,Freq:F
ORPHA:468678,HP:0002353,Freq:OC
ORPHA:468678,HP:0002714,Freq:VR
ORPHA:468678,HP:0000776,Freq:VR
ORPHA:468678,HP:0012450,Freq:OC
ORPHA:468678,HP:0000358,Freq:VR
ORPHA:468678,HP:0000618,Freq:VR
ORPHA:468678,HP:0000219,Freq:OC
ORPHA:468678,HP:0002188,Freq:VR
ORPHA:468678,HP:0012110,Freq:VR
ORPHA:468678,HP:0001250,Freq:OC
ORPHA:468678,HP:0002079,Freq:VR
ORPHA:468678,HP:0000252,Freq:F
ORPHA:468678,HP:0000612,Freq:VR
ORPHA:468678,HP:0100716,Freq:VR
ORPHA:468678,HP:0000648,Freq:VR
ORPHA:468678,HP:0000722,Freq:VR
ORPHA:468678,HP:0000272,Freq:VR
ORPHA:468678,HP:0000733,Freq:OC
ORPHA:468678,HP:0000023,Freq:VR
ORPHA:468678,HP:0002933,Freq:VR
ORPHA:468678,HP:0000322,Freq:VR
ORPHA:468678,HP:0000483,Freq:OC
ORPHA:468678,HP:0002360,Freq:F
ORPHA:468678,HP:0000194,Freq:OC
ORPHA:468678,HP:0001272,Freq:VR
ORPHA:468678,HP:0002120,Freq:VR
ORPHA:468678,HP:0000248,Freq:OC
ORPHA:468678,HP:0000510,Freq:OC
ORPHA:468678,HP:0002384,Freq:VR
ORPHA:468678,HP:0004322,Freq:F
ORPHA:468678,HP:0011800,Freq:OC
ORPHA:468678,HP:0001256,Freq:F
ORPHA:468678,HP:0000718,Freq:OC
ORPHA:468678,HP:0000540,Freq:F
ORPHA:468678,HP:0000307,Freq:OC
ORPHA:468678,HP:0000160,Freq:OC
ORPHA:468678,HP:0001344,Freq:OC
ORPHA:468678,HP:0000297,Freq:VR
ORPHA:468678,HP:0000081,Freq:VR
ORPHA:468678,HP:0000455,Freq:VR
ORPHA:468678,HP:0012157,Freq:VR
ORPHA:468678,HP:0000316,Freq:F
ORPHA:468678,HP:0001249,Freq:VF
ORPHA:468678,HP:0002020,Freq:OC
ORPHA:468678,HP:0000729,Freq:F
ORPHA:468678,HP:0010864,Freq:OC
ORPHA:468678,HP:0001045,Freq:VR
ORPHA:468678,HP:0011024,Freq:F
ORPHA:468678,HP:0011968,Freq:F
ORPHA:468678,HP:0002311,Freq:VR
ORPHA:468678,HP:0000486,Freq:OC
ORPHA:468678,HP:0005280,Freq:VR
ORPHA:468678,HP:0001263,Freq:VF
ORPHA:468678,HP:0001388,Freq:VR
ORPHA:468678,HP:0002870,Freq:VR
ORPHA:468678,HP:0012448,Freq:VR
ORPHA:468678,HP:0001999,Freq:F
ORPHA:468678,HP:0008947,Freq:F
ORPHA:468678,HP:0000752,Freq:F
ORPHA:468678,HP:0000407,Freq:OC
ORPHA:468678,HP:0000218,Freq:VR
ORPHA:43393,HP:0001315,Freq:VF
ORPHA:43393,HP:0000315,Freq:F
ORPHA:43393,HP:0030357,Freq:F
ORPHA:43393,HP:0002019,Freq:F
ORPHA:43393,HP:0030209,Freq:VF
ORPHA:43393,HP:0012332,Freq:VF
ORPHA:43393,HP:0000802,Freq:F
ORPHA:43393,HP:0003403,Freq:VF
ORPHA:43393,HP:0001097,Freq:OC
ORPHA:43393,HP:0000966,Freq:OC
ORPHA:43393,HP:5000027,Freq:F
ORPHA:43393,HP:0004926,Freq:OC
ORPHA:43393,HP:0002483,Freq:F
ORPHA:43393,HP:0030000,Freq:VF
ORPHA:43393,HP:0000217,Freq:VF
ORPHA:43393,HP:0009073,Freq:VF
ORPHA:330021,HP:0100785,Freq:F
ORPHA:330021,HP:0002018,Freq:F
ORPHA:330021,HP:0006515,Freq:F
ORPHA:330021,HP:0002098,Freq:F
ORPHA:330021,HP:0002094,Freq:F
ORPHA:330021,HP:0002615,Freq:F
ORPHA:330021,HP:0001337,Freq:F
ORPHA:330021,HP:0001250,Freq:F
ORPHA:330021,HP:0002900,Freq:F
ORPHA:330021,HP:0002574,Freq:F
ORPHA:330021,HP:0003324,Freq:F
ORPHA:330021,HP:0007185,Freq:F
ORPHA:330021,HP:0001649,Freq:F
ORPHA:330021,HP:0002572,Freq:F
ORPHA:330021,HP:0002878,Freq:F
ORPHA:330021,HP:0001332,Freq:F
ORPHA:330021,HP:0002039,Freq:F
ORPHA:330021,HP:0001919,Freq:F
ORPHA:330021,HP:0001289,Freq:F
ORPHA:330021,HP:0000822,Freq:F
ORPHA:330021,HP:0002500,Freq:F
ORPHA:432,HP:0008734,Freq:VF
ORPHA:432,HP:0000739,Freq:F
ORPHA:432,HP:0000164,Freq:OC
ORPHA:432,HP:0000823,Freq:F
ORPHA:432,HP:0000869,Freq:F
ORPHA:432,HP:0000044,Freq:VF
ORPHA:432,HP:0002750,Freq:VF
ORPHA:432,HP:0000716,Freq:F
ORPHA:432,HP:0000002,Freq:F
ORPHA:432,HP:0011961,Freq:VF
ORPHA:432,HP:0000771,Freq:F
ORPHA:432,HP:0040171,Freq:VF
ORPHA:432,HP:0008527,Freq:OC
ORPHA:432,HP:0001608,Freq:VF
ORPHA:432,HP:0000054,Freq:VF
ORPHA:432,HP:0005280,Freq:OC
ORPHA:432,HP:0000013,Freq:F
ORPHA:432,HP:0030019,Freq:VF
ORPHA:432,HP:0008724,Freq:F
ORPHA:432,HP:0002761,Freq:OC
ORPHA:432,HP:0003187,Freq:VF
ORPHA:432,HP:0008197,Freq:VF
ORPHA:432,HP:0000028,Freq:VF
ORPHA:432,HP:0000027,Freq:VF
ORPHA:432,HP:0000118,Freq:VF
ORPHA:432,HP:0000938,Freq:F
ORPHA:432,HP:0000316,Freq:OC
ORPHA:432,HP:0000175,Freq:OC
ORPHA:432,HP:0008187,Freq:VF
ORPHA:432,HP:0012385,Freq:OC
ORPHA:432,HP:0000026,Freq:VF
ORPHA:432,HP:0006610,Freq:VF
ORPHA:432,HP:0000134,Freq:VF
ORPHA:432,HP:0003782,Freq:VF
ORPHA:432,HP:0000939,Freq:F
ORPHA:432,HP:0000802,Freq:VF
ORPHA:432,HP:0002231,Freq:VF
ORPHA:432,HP:0000786,Freq:VF
ORPHA:66629,HP:0000047,Freq:OC
ORPHA:66629,HP:0045075,Freq:OC
ORPHA:66629,HP:0000307,Freq:OC
ORPHA:66629,HP:0001328,Freq:VF
ORPHA:66629,HP:0000316,Freq:OC
ORPHA:66629,HP:0000340,Freq:OC
ORPHA:66629,HP:0001249,Freq:VF
ORPHA:66629,HP:0000175,Freq:VF
ORPHA:66629,HP:0002209,Freq:OC
ORPHA:66629,HP:0006101,Freq:OC
ORPHA:66629,HP:0000252,Freq:VF
ORPHA:66629,HP:0000508,Freq:F
ORPHA:66629,HP:0001250,Freq:OC
ORPHA:66629,HP:0002079,Freq:OC
ORPHA:66629,HP:0000431,Freq:OC
ORPHA:66629,HP:0000400,Freq:OC
ORPHA:66629,HP:0004322,Freq:VF
ORPHA:66629,HP:0002251,Freq:VF
ORPHA:66629,HP:0001252,Freq:F
ORPHA:66629,HP:0001302,Freq:OC
ORPHA:66629,HP:0000612,Freq:F
ORPHA:66629,HP:0002119,Freq:OC
ORPHA:66629,HP:0000048,Freq:OC
ORPHA:572,HP:0000246,Freq:F
ORPHA:572,HP:0200124,Freq:F
ORPHA:572,HP:0005353,Freq:F
ORPHA:572,HP:0000988,Freq:OC
ORPHA:572,HP:0004313,Freq:F
ORPHA:572,HP:0001508,Freq:F
ORPHA:572,HP:0004798,Freq:VF
ORPHA:572,HP:0002728,Freq:F
ORPHA:572,HP:0005407,Freq:F
ORPHA:572,HP:0005403,Freq:OC
ORPHA:572,HP:0001875,Freq:OC
ORPHA:572,HP:0005368,Freq:F
ORPHA:572,HP:0002841,Freq:F
ORPHA:572,HP:0030991,Freq:F
ORPHA:572,HP:0001876,Freq:OC
ORPHA:572,HP:0001973,Freq:OC
ORPHA:572,HP:0005401,Freq:F
ORPHA:572,HP:0025347,Freq:F
ORPHA:572,HP:0002205,Freq:VF
ORPHA:572,HP:0002718,Freq:F
ORPHA:572,HP:0004429,Freq:F
ORPHA:572,HP:0001999,Freq:VR
ORPHA:572,HP:0002014,Freq:F
ORPHA:572,HP:0001890,Freq:OC
ORPHA:572,HP:0012384,Freq:F
ORPHA:572,HP:0000371,Freq:OC
ORPHA:572,HP:0031394,Freq:OC
ORPHA:572,HP:0004385,Freq:F
ORPHA:572,HP:0002726,Freq:F
ORPHA:572,HP:0002066,Freq:VR
ORPHA:572,HP:0002960,Freq:OC
ORPHA:572,HP:0001904,Freq:OC
ORPHA:572,HP:0005386,Freq:F
ORPHA:572,HP:0031381,Freq:OC
ORPHA:572,HP:0031390,Freq:O
ORPHA:572,HP:0005354,Freq:VF
ORPHA:572,HP:0001260,Freq:VR
ORPHA:572,HP:0003139,Freq:OC
ORPHA:88629,HP:0000613,Freq:OC
ORPHA:88629,HP:0030584,Freq:F
ORPHA:88629,HP:0000552,Freq:F
ORPHA:88629,HP:0000479,Freq:F
ORPHA:88629,HP:0012043,Freq:OC
ORPHA:88629,HP:0007663,Freq:OC
ORPHA:1766,HP:0000486,Freq:F
ORPHA:1766,HP:0100021,Freq:F
ORPHA:1766,HP:0003202,Freq:F
ORPHA:1766,HP:0000518,Freq:OC
ORPHA:1766,HP:0000478,Freq:OC
ORPHA:1766,HP:0000504,Freq:OC
ORPHA:1766,HP:0001249,Freq:VF
ORPHA:1766,HP:0004322,Freq:F
ORPHA:1766,HP:0001288,Freq:VF
ORPHA:1766,HP:0001252,Freq:VF
ORPHA:1766,HP:0001347,Freq:VF
ORPHA:1766,HP:0001251,Freq:VF
ORPHA:1766,HP:0001250,Freq:F
ORPHA:1766,HP:0100022,Freq:F
ORPHA:468699,HP:0002521,Freq:OC
ORPHA:468699,HP:0002882,Freq:OC
ORPHA:468699,HP:0009826,Freq:OC
ORPHA:468699,HP:0001332,Freq:OC
ORPHA:468699,HP:0032098,Freq:VF
ORPHA:468699,HP:0008873,Freq:OC
ORPHA:468699,HP:0008277,Freq:VF
ORPHA:468699,HP:0002465,Freq:OC
ORPHA:468699,HP:0010621,Freq:OC
ORPHA:468699,HP:0002187,Freq:VF
ORPHA:468699,HP:0012368,Freq:OC
ORPHA:468699,HP:0002928,Freq:OC
ORPHA:468699,HP:0000369,Freq:OC
ORPHA:468699,HP:0001250,Freq:F
ORPHA:468699,HP:0001347,Freq:OC
ORPHA:468699,HP:0002719,Freq:OC
ORPHA:468699,HP:0008347,Freq:OC
ORPHA:468699,HP:0000486,Freq:F
ORPHA:468699,HP:0012301,Freq:VF
ORPHA:468699,HP:0006829,Freq:VF
ORPHA:468699,HP:0006558,Freq:OC
ORPHA:468699,HP:0025405,Freq:F
ORPHA:468699,HP:0000639,Freq:OC
ORPHA:468699,HP:0000540,Freq:OC
ORPHA:468699,HP:0001531,Freq:F
ORPHA:468699,HP:0000938,Freq:OC
ORPHA:468699,HP:0002490,Freq:OC
ORPHA:468699,HP:0002987,Freq:OC
ORPHA:468699,HP:0012736,Freq:VF
ORPHA:468699,HP:0001363,Freq:OC
ORPHA:468699,HP:0000365,Freq:OC
ORPHA:468699,HP:0008314,Freq:OC
ORPHA:468699,HP:0000483,Freq:OC
ORPHA:468699,HP:0002421,Freq:F
ORPHA:468699,HP:0001392,Freq:OC
ORPHA:468699,HP:0006380,Freq:OC
ORPHA:468699,HP:0004322,Freq:F
ORPHA:468699,HP:0002120,Freq:F
ORPHA:468699,HP:0002119,Freq:OC
ORPHA:468699,HP:0001272,Freq:F
ORPHA:468699,HP:0002540,Freq:F
ORPHA:99901,HP:0001298,Freq:F
ORPHA:99901,HP:0002910,Freq:F
ORPHA:99901,HP:0001639,Freq:F
ORPHA:99901,HP:0003234,Freq:F
ORPHA:99901,HP:0003326,Freq:F
ORPHA:99901,HP:0002181,Freq:OC
ORPHA:99901,HP:0025435,Freq:F
ORPHA:99901,HP:0006554,Freq:OC
ORPHA:99901,HP:0001987,Freq:F
ORPHA:99901,HP:0011695,Freq:OC
ORPHA:99901,HP:0001635,Freq:F
ORPHA:99901,HP:0045045,Freq:F
ORPHA:99901,HP:0001644,Freq:F
ORPHA:99901,HP:0001645,Freq:OC
ORPHA:99901,HP:0003324,Freq:F
ORPHA:99901,HP:0003128,Freq:F
ORPHA:99901,HP:0008331,Freq:F
ORPHA:99901,HP:0003473,Freq:F
ORPHA:99901,HP:0002151,Freq:F
ORPHA:99901,HP:0003458,Freq:F
ORPHA:99901,HP:0011923,Freq:O
ORPHA:99901,HP:0008151,Freq:F
ORPHA:99901,HP:0001873,Freq:F
ORPHA:99901,HP:0001508,Freq:F
ORPHA:99901,HP:0003215,Freq:OC
ORPHA:99901,HP:0003198,Freq:F
ORPHA:99901,HP:0001397,Freq:F
ORPHA:99901,HP:0001958,Freq:OC
ORPHA:99901,HP:0001290,Freq:F
ORPHA:263463,HP:0010585,Freq:VF
ORPHA:263463,HP:0010582,Freq:VF
ORPHA:263463,HP:0002967,Freq:VF
ORPHA:263463,HP:0002650,Freq:VF
ORPHA:263463,HP:0001156,Freq:VF
ORPHA:263463,HP:0003312,Freq:VF
ORPHA:263463,HP:0002751,Freq:F
ORPHA:263463,HP:0002857,Freq:VF
ORPHA:263463,HP:0045075,Freq:VF
ORPHA:263463,HP:0000343,Freq:F
ORPHA:263463,HP:0010049,Freq:F
ORPHA:263463,HP:0001552,Freq:VF
ORPHA:263463,HP:0000684,Freq:F
ORPHA:263463,HP:0001371,Freq:VF
ORPHA:263463,HP:0008905,Freq:VF
ORPHA:263463,HP:0000316,Freq:VF
ORPHA:263463,HP:0003037,Freq:VF
ORPHA:263463,HP:0002515,Freq:VF
ORPHA:263463,HP:0002945,Freq:VF
ORPHA:263463,HP:0002553,Freq:F
ORPHA:263463,HP:0003521,Freq:VF
ORPHA:263463,HP:0002829,Freq:VF
ORPHA:263463,HP:0000337,Freq:F
ORPHA:263463,HP:0009811,Freq:VF
ORPHA:263463,HP:0030680,Freq:F
ORPHA:263463,HP:0001270,Freq:F
ORPHA:1600,HP:0000407,Freq:OC
ORPHA:1600,HP:0001533,Freq:OC
ORPHA:1600,HP:0000218,Freq:OC
ORPHA:1600,HP:0001763,Freq:F
ORPHA:1600,HP:0001182,Freq:F
ORPHA:1600,HP:0001999,Freq:F
ORPHA:1600,HP:0001762,Freq:F
ORPHA:1600,HP:0000494,Freq:OC
ORPHA:1600,HP:0000452,Freq:OC
ORPHA:1600,HP:0002370,Freq:F
ORPHA:1600,HP:0001508,Freq:OC
ORPHA:1600,HP:0001263,Freq:F
ORPHA:1600,HP:0005280,Freq:F
ORPHA:1600,HP:0007204,Freq:F
ORPHA:1600,HP:0000486,Freq:OC
ORPHA:1600,HP:0001018,Freq:F
ORPHA:1600,HP:0000154,Freq:OC
ORPHA:1600,HP:0008689,Freq:F
ORPHA:1600,HP:0000238,Freq:OC
ORPHA:1600,HP:0000294,Freq:OC
ORPHA:1600,HP:0001643,Freq:F
ORPHA:1600,HP:0001249,Freq:F
ORPHA:1600,HP:0005164,Freq:OC
ORPHA:1600,HP:0000767,Freq:OC
ORPHA:1600,HP:0003413,Freq:VR
ORPHA:1600,HP:0005134,Freq:OC
ORPHA:1600,HP:0001650,Freq:OC
ORPHA:1600,HP:0001321,Freq:OC
ORPHA:1600,HP:0005148,Freq:F
ORPHA:1600,HP:0000303,Freq:F
ORPHA:1600,HP:0001256,Freq:F
ORPHA:1600,HP:0009592,Freq:VR
ORPHA:1600,HP:0004422,Freq:OC
ORPHA:1600,HP:0004322,Freq:F
ORPHA:1600,HP:0000194,Freq:OC
ORPHA:1600,HP:0008513,Freq:F
ORPHA:1600,HP:0001166,Freq:F
ORPHA:1600,HP:0004942,Freq:OC
ORPHA:1600,HP:0000414,Freq:OC
ORPHA:1600,HP:0000448,Freq:OC
ORPHA:1600,HP:0000322,Freq:OC
ORPHA:1600,HP:0000286,Freq:OC
ORPHA:1600,HP:0011596,Freq:OC
ORPHA:1600,HP:0012447,Freq:F
ORPHA:1600,HP:0001653,Freq:OC
ORPHA:1600,HP:0002750,Freq:F
ORPHA:1600,HP:0001510,Freq:F
ORPHA:1600,HP:0001684,Freq:OC
ORPHA:1600,HP:0000054,Freq:F
ORPHA:1600,HP:0000400,Freq:F
ORPHA:1600,HP:0008240,Freq:F
ORPHA:1600,HP:0000252,Freq:OC
ORPHA:1600,HP:0000479,Freq:F
ORPHA:1600,HP:0001250,Freq:OC
ORPHA:1600,HP:0002720,Freq:OC
ORPHA:1600,HP:0001319,Freq:F
ORPHA:1600,HP:0012471,Freq:OC
ORPHA:1600,HP:0001635,Freq:OC
ORPHA:1600,HP:0002714,Freq:F
ORPHA:1600,HP:0000821,Freq:OC
ORPHA:1600,HP:0001382,Freq:OC
ORPHA:1600,HP:0002751,Freq:F
ORPHA:1600,HP:0012382,Freq:OC
ORPHA:1600,HP:0001266,Freq:OC
ORPHA:1600,HP:0000545,Freq:F
ORPHA:85292,HP:0002354,Freq:F
ORPHA:85292,HP:0002355,Freq:F
ORPHA:85292,HP:0002174,Freq:F
ORPHA:85292,HP:0001270,Freq:F
ORPHA:85292,HP:0007256,Freq:F
ORPHA:85292,HP:0002073,Freq:VF
ORPHA:85292,HP:0000726,Freq:F
ORPHA:2025,HP:0000232,Freq:F
ORPHA:2025,HP:0000316,Freq:VF
ORPHA:2025,HP:0000218,Freq:VF
ORPHA:2025,HP:0006482,Freq:VF
ORPHA:2025,HP:0005280,Freq:VF
ORPHA:2025,HP:0000684,Freq:VF
ORPHA:2025,HP:0000664,Freq:VF
ORPHA:2025,HP:0000256,Freq:VF
ORPHA:2025,HP:0000169,Freq:VF
ORPHA:2025,HP:0000212,Freq:VF
ORPHA:2025,HP:0000430,Freq:VF
ORPHA:2025,HP:0000574,Freq:VF
ORPHA:2025,HP:0002263,Freq:F
ORPHA:2025,HP:0000494,Freq:VF
ORPHA:2256,HP:0006101,Freq:VF
ORPHA:2256,HP:0001561,Freq:VF
ORPHA:2256,HP:0000431,Freq:VF
ORPHA:2256,HP:0000049,Freq:OC
ORPHA:2256,HP:0006492,Freq:VF
ORPHA:2256,HP:0003026,Freq:VF
ORPHA:2256,HP:0030680,Freq:OC
ORPHA:2256,HP:0001629,Freq:OC
ORPHA:2256,HP:0005280,Freq:VF
ORPHA:2256,HP:0002007,Freq:VF
ORPHA:2256,HP:0010242,Freq:VF
ORPHA:2256,HP:0100016,Freq:OC
ORPHA:2256,HP:0000411,Freq:VF
ORPHA:2256,HP:0008736,Freq:OC
ORPHA:2256,HP:0000028,Freq:OC
ORPHA:2256,HP:0000347,Freq:VF
ORPHA:2256,HP:0000494,Freq:VF
ORPHA:2256,HP:0000316,Freq:VF
ORPHA:2256,HP:0000089,Freq:OC
ORPHA:2256,HP:0001622,Freq:VF
ORPHA:2256,HP:0001195,Freq:OC
ORPHA:2256,HP:0003022,Freq:VF
ORPHA:280921,HP:0000504,Freq:F
ORPHA:280921,HP:0007663,Freq:F
ORPHA:280921,HP:0011505,Freq:OC
ORPHA:280921,HP:0030661,Freq:OC
ORPHA:280921,HP:0200026,Freq:F
ORPHA:280921,HP:0000616,Freq:OC
ORPHA:280921,HP:0100832,Freq:OC
ORPHA:280921,HP:0030953,Freq:OC
ORPHA:280921,HP:0000613,Freq:OC
ORPHA:280921,HP:0100014,Freq:VR
ORPHA:280921,HP:0002315,Freq:OC
ORPHA:280921,HP:0000618,Freq:VR
ORPHA:280921,HP:0007906,Freq:VR
ORPHA:280921,HP:0000518,Freq:OC
ORPHA:280921,HP:0011506,Freq:VR
ORPHA:280921,HP:0025337,Freq:F
ORPHA:280921,HP:0030652,Freq:F
ORPHA:280921,HP:0011484,Freq:OC
ORPHA:280921,HP:0000622,Freq:F
ORPHA:216694,HP:0001627,Freq:VF
ORPHA:216694,HP:0001659,Freq:OC
ORPHA:216694,HP:0031546,Freq:F
ORPHA:216694,HP:0011539,Freq:F
ORPHA:216694,HP:0001635,Freq:OC
ORPHA:216694,HP:0011705,Freq:OC
ORPHA:216694,HP:0011599,Freq:VR
ORPHA:216694,HP:0001651,Freq:OC
ORPHA:216694,HP:0004756,Freq:VR
ORPHA:216694,HP:0011663,Freq:OC
ORPHA:216694,HP:0001662,Freq:F
ORPHA:216694,HP:0031567,Freq:OC
ORPHA:216694,HP:0001643,Freq:OC
ORPHA:216694,HP:0005150,Freq:F
ORPHA:216694,HP:0030148,Freq:F
ORPHA:216694,HP:0001631,Freq:F
ORPHA:216694,HP:0012722,Freq:OC
ORPHA:216694,HP:0011688,Freq:OC
ORPHA:216694,HP:0005185,Freq:OC
ORPHA:216694,HP:0006705,Freq:VF
ORPHA:216694,HP:0001629,Freq:VF
ORPHA:216694,HP:0001696,Freq:OC
ORPHA:216694,HP:0011621,Freq:OC
ORPHA:216694,HP:0001702,Freq:VF
ORPHA:216694,HP:0001750,Freq:OC
ORPHA:216694,HP:0011552,Freq:F
ORPHA:216694,HP:0011682,Freq:OC
ORPHA:216694,HP:0010316,Freq:OC
ORPHA:216694,HP:0011590,Freq:OC
ORPHA:216694,HP:0003388,Freq:OC
ORPHA:216694,HP:0006699,Freq:OC
ORPHA:216694,HP:0011103,Freq:VF
ORPHA:216694,HP:0011667,Freq:OC
ORPHA:216694,HP:0005180,Freq:OC
ORPHA:216694,HP:0012537,Freq:OC
ORPHA:216694,HP:0011538,Freq:OC
ORPHA:216694,HP:0004749,Freq:VR
ORPHA:216694,HP:0011553,Freq:VF
ORPHA:216694,HP:0001716,Freq:OC
ORPHA:216694,HP:0000961,Freq:OC
ORPHA:216694,HP:0004755,Freq:OC
ORPHA:216694,HP:0001642,Freq:F
ORPHA:216694,HP:0011707,Freq:OC
ORPHA:216694,HP:0011675,Freq:OC
ORPHA:216694,HP:0011581,Freq:OC
ORPHA:216694,HP:0001709,Freq:OC
ORPHA:216694,HP:0001508,Freq:OC
ORPHA:216694,HP:0011704,Freq:OC
ORPHA:216694,HP:0004935,Freq:OC
ORPHA:1764,HP:0002585,Freq:OC
ORPHA:1764,HP:0007328,Freq:VF
ORPHA:1764,HP:0002797,Freq:OC
ORPHA:1764,HP:0001649,Freq:OC
ORPHA:1764,HP:0001251,Freq:F
ORPHA:1764,HP:0000077,Freq:OC
ORPHA:1764,HP:0000083,Freq:OC
ORPHA:1764,HP:0000545,Freq:OC
ORPHA:1764,HP:0001063,Freq:OC
ORPHA:1764,HP:0002020,Freq:OC
ORPHA:1764,HP:0000975,Freq:VF
ORPHA:1764,HP:0008872,Freq:VF
ORPHA:1764,HP:0002757,Freq:OC
ORPHA:1764,HP:0003457,Freq:VF
ORPHA:1764,HP:0000822,Freq:F
ORPHA:1764,HP:0002650,Freq:F
ORPHA:1764,HP:0001288,Freq:F
ORPHA:1764,HP:0001252,Freq:F
ORPHA:1764,HP:0002902,Freq:OC
ORPHA:1764,HP:0000648,Freq:OC
ORPHA:1764,HP:0010885,Freq:OC
ORPHA:1764,HP:0000615,Freq:VF
